2.7715,3.6782,3.4084,3.2865,2.9074,2.7542,2.8945,2.7001
5.4977,4.2379,4.6707,4.9176,5.1119,4.5792,5.0406,5.0165
4.9196,4.129,4.6699,4.7948,4.8868,4.3588,5.0565,4.943
2.8436,2.6582,2.4103,5.0065,2.5467,2.2338,2.7621,2.5212
2.6859,3.4511,2.3324,2.9291,2.7472,2.5986,2.7845,2.5102
1.8443,3.1736,2.2959,3.3506,1.3259,1.9014,1.9323,1.6757
2.1905,2.6494,2.3365,4.9804,2.328,1.5915,1.7743,1.619
1.8399,3.2047,2.762,2.0985,1.9085,2.2081,1.8815,1.7504
2.1062,3.0446,2.5457,3.573,2.5323,2.1634,2.0162,2.0743
3.4028,3.2128,3.6965,2.1456,2.5848,3.1105,3.433,3.1675
4.7371,3.3035,3.7255,3.2203,4.2744,4.0604,4.4221,4.2134
7.3498,4.4914,5.8112,4.7015,3.7425,7.1034,7.2595,6.3324
5.0251,4.442,3.3248,3.8142,4.7042,5.1611,5.4132,4.9875
4.1082,4.2725,2.7784,4.6521,5.1412,4.4058,4.7224,4.4717
6.3457,4.4008,5.7168,5.0824,7.5895,6.5377,6.4152,6.2484
6.949,4.3646,7.1044,5.5396,3.9772,7.0728,8.3176,6.5746
5.3369,4.2676,3.789,3.8687,4.5226,6.0787,3.8105,4.8964
4.203,4.6331,3.961,3.5828,4.1634,4.476,4.5369,4.4438
1.6128,1.9456,2.44,2.9605,3.7426,2.6385,2.175,2.0078
2.2607,3.0697,2.334,2.8422,2.8917,2.5904,2.3,2.7509
4.0318,4.1358,2.3336,3.8853,4.7093,4.1329,3.9012,4.5108
4.6845,4.5326,3.0365,3.3198,6.3379,4.7472,4.4418,4.606
6.6757,4.6754,3.967,4.718,3.3142,7.4098,5.7691,5.3588
4.3973,4.0063,3.98,4.5666,4.5573,3.7756,4.633,4.3258
1.5688,2.8586,1.7649,2.3885,0.68464,1.6796,1.6671,1.7567
4.8551,4.4096,3.8257,3.9897,4.1181,4.8179,4.1666,4.7801
6.5437,4.772,7.2033,4.963,6.306,6.4967,6.5832,6.4705
5.5137,4.2767,4.6708,3.3578,4.985,5.1323,4.9122,5.0344
6.4369,4.1474,5.6184,4.5694,4.6049,6.3778,6.5117,6.3748
2.6253,3.7763,3.3094,3.4359,2.2096,2.7957,2.296,2.518
3.436,3.6878,3.1192,3.531,3.2276,3.2356,3.7185,4.0394
3.3209,3.9633,3.3086,3.9531,3.5799,3.1522,4.1918,3.412
3.0808,3.8088,3.9884,3.57,4.4221,3.8299,3.3949,3.2796
4.2848,4.0359,4.0131,3.2866,4.5364,4.6469,4.2689,4.3804
3.2263,3.1378,3.498,3.1982,2.8357,3.4832,3.1776,3.4417
4.2143,4.0158,3.6729,2.2,5.7664,4.4645,4.2867,4.7013
2.0884,2.9324,2.2824,3.5137,1.9073,2.175,2.1614,1.9386
1.2843,2.6609,1.764,3.0267,1.4353,1.9952,1.3397,1.2846
1.4613,3.1224,1.7649,3.1672,1.293,1.9486,1.3205,1.7558
1.7136,2.7671,2.2554,2.6842,1.7123,2.346,1.8407,1.7366
2.0995,3.4467,1.9944,2.5678,3.3902,2.7425,2.2075,2.0177
2.2654,2.7809,1.9907,2.527,1.8159,1.8057,2.2537,1.6392
3.2388,3.7456,2.3519,2.5811,2.7767,4.3408,4.1688,3.4197
3.3449,3.6592,3.6127,4.0433,3.4162,3.5896,3.3302,3.1185
4.0486,2.8955,2.9312,3.7183,3.8987,3.0782,4.2362,3.6104
